1745652639.6068692,291.6803283691406,0,0,0,0,0,0,0
1745652640.6069973,291.7676696777344,0,0,0,0,0,0,0
1745652641.6068842,291.796142578125,0,0,0,0,0,0,0
1745652642.606887,291.7845458984375,0,0,0,0,0,0,0
1745652643.6068795,291.8487243652344,0,0,0,0,0,0,0
1745652644.6070263,291.8950500488281,0,0,0,0,0,0,0
1745652645.6073494,291.8950500488281,0,0,0,0,0,0,0
1745652646.6069105,291.9244689941406,0,0,0,0,0,0,0
1745652647.6070578,291.91290283203125,0,0,0,0,0,0,0
1745652648.6068907,291.87286376953125,0,0,0,0,0,0,0
1745652649.6070306,291.8907165527344,0,0,0,0,0,0,0
1745652650.6070263,291.920166015625,0,0,0,0,0,0,0
1745652651.607262,291.9380187988281,0,0,0,0,0,0,0
1745652652.6093397,291.95587158203125,0,0,0,0,0,0,0
1745652653.6070051,292.06634521484375,0,0,0,0,0,0,0
1745652654.6070132,292.0031433105469,0,0,0,0,0,0,0
1745652655.6070507,292.0788879394531,0,0,0,0,0,0,0
1745652656.6069536,292.05572509765625,0,0,0,0,0,0,0
1745652657.6103816,292.06732177734375,0,0,0,0,0,0,0
1745652658.6070411,291.9800109863281,0,0,0,0,0,0,0
1745652659.6069698,292.09576416015625,0,0,0,0,0,0,0
1745652660.6070035,291.99688720703125,0,0,0,0,0,0,0
1745652661.6069307,292.05474853515625,0,0,0,0,0,0,0
1745652662.6073668,292.0726013183594,0,0,0,0,0,0,0
1745652663.6076097,292.0378723144531,0,0,0,0,0,0,0
1745652664.6093123,292.10736083984375,0,0,0,0,0,0,0
1745652665.607162,292.10205078125,0,0,0,0,0,0,0
1745652666.6072974,292.1199035644531,0,0,0,0,0,0,0
1745652667.60728,292.0335693359375,0,0,0,0,0,0,0
1745652668.6102417,292.0861511230469,0,0,0,0,0,0,0
1745652669.606941,292.10400390625,0,0,0,0,0,0,0
1745652670.607215,292.0408020019531,0,0,0,0,0,0,0
1745652671.6102817,292.10498046875,0,0,0,0,0,0,0
1745652672.6070886,292.1165466308594,0,0,0,0,0,0,0
1745652673.6070042,292.12811279296875,0,0,0,0,0,0,0
1745652674.6070874,292.11126708984375,0,0,0,0,0,0,0
1745652675.6073442,292.0765075683594,0,0,0,0,0,0,0
1745652676.607019,292.09967041015625,0,0,0,0,0,0,0
1745652677.6072063,292.0827941894531,0,0,0,0,0,0,0
1745652678.6082726,292.07122802734375,0,0,0,0,0,0,0
1745652858.6551738,292.1328125,0,0,0,0,0,0,0
1745652859.6552265,292.1212463378906,0,0,0,0,0,0,0
1745652860.655173,292.1443786621094,0,0,0,0,0,0,0
1745652861.65521,292.1096496582031,0,0,0,0,0,0,0
1745652862.655113,292.2201232910156,0,0,0,0,0,0,0
1745652863.6551862,292.1453857421875,0,0,0,0,0,0,0
1745652864.655312,292.16851806640625,0,0,0,0,0,0,0
1745652865.655018,292.1979675292969,0,0,0,0,0,0,0
1745652866.6550403,292.2042541503906,0,0,0,0,0,0,0
1745652867.6549158,292.1873779296875,0,0,0,0,0,0,0
1745652868.65515,292.18206787109375,0,0,0,0,0,0,0
1745652869.656399,292.2578125,0,0,0,0,0,0,0
1745652870.6549308,292.199951171875,0,0,0,0,0,0,0
1745652871.6549163,292.199951171875,0,0,0,0,0,0,0
1745652872.654877,292.199951171875,0,0,0,0,0,0,0
1745652873.6549258,292.16522216796875,0,0,0,0,0,0,0
1745652874.6548855,292.2346496582031,0,0,0,0,0,0,0
1745652875.654942,292.2346496582031,0,0,0,0,0,0,0
1745652876.655113,292.1073303222656,0,0,0,0,0,0,0
1745652877.6549516,292.1304931640625,0,0,0,0,0,0,0
1745652878.655164,292.2293701171875,0,0,0,0,0,0,0
1745652879.6552181,292.16619873046875,0,0,0,0,0,0,0
1745652880.6549964,292.2062072753906,0,0,0,0,0,0,0
1745652881.6552324,292.1020202636719,0,0,0,0,0,0,0
1745652882.6552281,292.1893310546875,0,0,0,0,0,0,0
1745652883.6553721,292.241943359375,0,0,0,0,0,0,0
1745652884.65522,292.23663330078125,0,0,0,0,0,0,0
1745652885.6549726,292.1787414550781,0,0,0,0,0,0,0
